name,station_name_combined,station_number,district,religion,gender,to_register,from_register,room,station_name,maps,coordinates
ناخبو الطائفة ااسرائيلي من سجل ٣٦٢ إلى سجل ٩١٢,المدرسة الارمنية الانجيلية العالية  شارع المكسيك غرفة رقم ١,568,ميناء الحصن,اسرائيلي,ذكر,912,362,غرفة رقم ١,المدرسة الارمنية الانجيلية العالية  شارع المكسيك,https://maps.app.goo.gl/WCEdZ1VcTgUrNdQd9,"33.89635655736634, 35.49269722734879"
ناخبو الطائفة روم ارثوذكس من سجل ١ إلى سجل ٣٧٢,المدرسة الارمنية الانجيلية العالية  شارع المكسيك غرفة رقم ٢,569,ميناء الحصن,روم ارثوذكس,ذكر,372,1,غرفة رقم ٢,المدرسة الارمنية الانجيلية العالية  شارع المكسيك,https://maps.app.goo.gl/WCEdZ1VcTgUrNdQd9,"33.89635655736634, 35.49269722734879"
ناخبات الطائفة روم ارثوذكس من سجل ١ إلى سجل ٣٧١,المدرسة الارمنية الانجيلية العالية  شارع المكسيك غرفة رقم ٣,570,ميناء الحصن,روم ارثوذكس,أنثى,371,1,غرفة رقم ٣,المدرسة الارمنية الانجيلية العالية  شارع المكسيك,https://maps.app.goo.gl/WCEdZ1VcTgUrNdQd9,"33.89635655736634, 35.49269722734879"
ناخبات الطائفة تين من سجل ١ إلى سجل ١٢٥,المدرسة الارمنية الانجيلية العالية  شارع المكسيك غرفة رقم ٤,571,ميناء الحصن,لاتين,أنثى,125,1,غرفة رقم ٤,المدرسة الارمنية الانجيلية العالية  شارع المكسيك,https://maps.app.goo.gl/WCEdZ1VcTgUrNdQd9,"33.89635655736634, 35.49269722734879"
ناخبو الطائفة ارمن ارثوذكس من سجل ١ إلى سجل ٢٩٨,المدرسة الارمنية الانجيلية العالية  شارع المكسيك غرفة رقم ٤,571,ميناء الحصن,ارمن ارثوذكس,ذكر,298,1,غرفة رقم ٤,المدرسة الارمنية الانجيلية العالية  شارع المكسيك,https://maps.app.goo.gl/WCEdZ1VcTgUrNdQd9,"33.89635655736634, 35.49269722734879"
ناخبات الطائفة ارمن كاثوليك من سجل ٢ إلى سجل ٣٨,المدرسة الارمنية الانجيلية العالية  شارع المكسيك غرفة رقم ٥,572,ميناء الحصن,ارمن كاثوليك,أنثى,38,2,غرفة رقم ٥,المدرسة الارمنية الانجيلية العالية  شارع المكسيك,https://maps.app.goo.gl/WCEdZ1VcTgUrNdQd9,"33.89635655736634, 35.49269722734879"
ناخبات الطائفة روم كاثوليك من سجل ٢ إلى سجل ٢٦١,المدرسة الارمنية الانجيلية العالية  شارع المكسيك غرفة رقم ٥,572,ميناء الحصن,روم كاثوليك,أنثى,261,2,غرفة رقم ٥,المدرسة الارمنية الانجيلية العالية  شارع المكسيك,https://maps.app.goo.gl/WCEdZ1VcTgUrNdQd9,"33.89635655736634, 35.49269722734879"
ناخبو الطائفة ارمن كاثوليك من سجل ٢ إلى سجل ٣٨,المدرسة الارمنية الانجيلية العالية  شارع المكسيك غرفة رقم ٥,572,ميناء الحصن,ارمن كاثوليك,ذكر,38,2,غرفة رقم ٥,المدرسة الارمنية الانجيلية العالية  شارع المكسيك,https://maps.app.goo.gl/WCEdZ1VcTgUrNdQd9,"33.89635655736634, 35.49269722734879"
ناخبات الطائفة شيعي من سجل ٣ إلى سجل ١٧,المدرسة الارمنية الانجيلية العالية  شارع المكسيك غرفة رقم ٦,573,ميناء الحصن,شيعي,أنثى,17,3,غرفة رقم ٦,المدرسة الارمنية الانجيلية العالية  شارع المكسيك,https://maps.app.goo.gl/WCEdZ1VcTgUrNdQd9,"33.89635655736634, 35.49269722734879"
ناخبو الطائفة شيعي من سجل ٣ إلى سجل ٨٥,المدرسة الارمنية الانجيلية العالية  شارع المكسيك غرفة رقم ٦,573,ميناء الحصن,شيعي,ذكر,85,3,غرفة رقم ٦,المدرسة الارمنية الانجيلية العالية  شارع المكسيك,https://maps.app.goo.gl/WCEdZ1VcTgUrNdQd9,"33.89635655736634, 35.49269722734879"
ناخبات الطائفة انجيلي من سجل ١ إلى سجل ٧٠,المدرسة الارمنية الانجيلية العالية  شارع المكسيك غرفة رقم ٧,574,ميناء الحصن,انجيلي,أنثى,70,1,غرفة رقم ٧,المدرسة الارمنية الانجيلية العالية  شارع المكسيك,https://maps.app.goo.gl/WCEdZ1VcTgUrNdQd9,"33.89635655736634, 35.49269722734879"
ناخبات الطائفة شيعي من سجل ١٨ إلى سجل ١٢٠,المدرسة الارمنية الانجيلية العالية  شارع المكسيك غرفة رقم ٧,574,ميناء الحصن,شيعي,أنثى,120,18,غرفة رقم ٧,المدرسة الارمنية الانجيلية العالية  شارع المكسيك,https://maps.app.goo.gl/WCEdZ1VcTgUrNdQd9,"33.89635655736634, 35.49269722734879"
ناخبات الطائفة ارمن ارثوذكس من سجل ٣ إلى سجل ٢٩٨,المدرسة الارمنية الانجيلية العالية  شارع المكسيك غرفة رقم ٨,575,ميناء الحصن,ارمن ارثوذكس,أنثى,298,3,غرفة رقم ٨,المدرسة الارمنية الانجيلية العالية  شارع المكسيك,https://maps.app.goo.gl/WCEdZ1VcTgUrNdQd9,"33.89635655736634, 35.49269722734879"
ناخبات الطائفة سريان ارثوذكس من سجل ١ إلى سجل ١٠,المدرسة الارمنية الانجيلية العالية  شارع المكسيك غرفة رقم ٨,575,ميناء الحصن,سريان ارثوذكس,أنثى,10,1,غرفة رقم ٨,المدرسة الارمنية الانجيلية العالية  شارع المكسيك,https://maps.app.goo.gl/WCEdZ1VcTgUrNdQd9,"33.89635655736634, 35.49269722734879"
ناخبات الطائفة علوي من سجل ١ إلى سجل ١,المدرسة الارمنية الانجيلية العالية  شارع المكسيك غرفة رقم ٨,575,ميناء الحصن,علوي,أنثى,1,1,غرفة رقم ٨,المدرسة الارمنية الانجيلية العالية  شارع المكسيك,https://maps.app.goo.gl/WCEdZ1VcTgUrNdQd9,"33.89635655736634, 35.49269722734879"
ناخبات الطائفة كلدان كاثوليك من سجل ١ إلى سجل ٥,المدرسة الارمنية الانجيلية العالية  شارع المكسيك غرفة رقم ٨,575,ميناء الحصن,كلدان كاثوليك,أنثى,5,1,غرفة رقم ٨,المدرسة الارمنية الانجيلية العالية  شارع المكسيك,https://maps.app.goo.gl/WCEdZ1VcTgUrNdQd9,"33.89635655736634, 35.49269722734879"
ناخبو الطائفة انجيلي من سجل ١ إلى سجل ٦٩,المدرسة الارمنية الانجيلية العالية  شارع المكسيك غرفة رقم ٨,575,ميناء الحصن,انجيلي,ذكر,69,1,غرفة رقم ٨,المدرسة الارمنية الانجيلية العالية  شارع المكسيك,https://maps.app.goo.gl/WCEdZ1VcTgUrNdQd9,"33.89635655736634, 35.49269722734879"
ناخبو الطائفة سريان ارثوذكس من سجل ١ إلى سجل ١٠,المدرسة الارمنية الانجيلية العالية  شارع المكسيك غرفة رقم ٨,575,ميناء الحصن,سريان ارثوذكس,ذكر,10,1,غرفة رقم ٨,المدرسة الارمنية الانجيلية العالية  شارع المكسيك,https://maps.app.goo.gl/WCEdZ1VcTgUrNdQd9,"33.89635655736634, 35.49269722734879"
ناخبو الطائفة علوي من سجل ١ إلى سجل ١,المدرسة الارمنية الانجيلية العالية  شارع المكسيك غرفة رقم ٨,575,ميناء الحصن,علوي,ذكر,1,1,غرفة رقم ٨,المدرسة الارمنية الانجيلية العالية  شارع المكسيك,https://maps.app.goo.gl/WCEdZ1VcTgUrNdQd9,"33.89635655736634, 35.49269722734879"
ناخبو الطائفة كلدان كاثوليك من سجل ١ إلى سجل ٦,المدرسة الارمنية الانجيلية العالية  شارع المكسيك غرفة رقم ٨,575,ميناء الحصن,كلدان كاثوليك,ذكر,6,1,غرفة رقم ٨,المدرسة الارمنية الانجيلية العالية  شارع المكسيك,https://maps.app.goo.gl/WCEdZ1VcTgUrNdQd9,"33.89635655736634, 35.49269722734879"
ناخبو الطائفة ارمن ارثوذكس من سجل ١ إلى سجل ٢٤٧,"المدرسة الأرمنية العالية  – شارع يونس الجبيلي  –  غرفة رقم
 ١",132,الرميل,ارمن ارثوذكس,ذكر,247,1,"غرفة رقم
 ١",المدرسة الأرمنية العالية  – شارع يونس الجبيلي,https://maps.app.goo.gl/uFCKGBzRERAg2JE66,"33.89638872030403, 35.52783232845664"
ناخبو الطائفة ارمن ارثوذكس من سجل ٢٤٩ إلى سجل ٥٤٩,المدرسة الأرمنية العالية  – شارع يونس الجبيلي  –  غرفة رقم ٢,133,الرميل,ارمن ارثوذكس,ذكر,549,249,غرفة رقم ٢,المدرسة الأرمنية العالية  – شارع يونس الجبيلي,https://maps.app.goo.gl/uFCKGBzRERAg2JE66,"33.89638872030403, 35.52783232845664"
ناخبو الطائفة ارمن ارثوذكس من سجل ٥٥٤ إلى سجل ٨٠٨,المدرسة الأرمنية العالية  – شارع يونس الجبيلي  –  غرفة رقم ٣,134,الرميل,ارمن ارثوذكس,ذكر,808,554,غرفة رقم ٣,المدرسة الأرمنية العالية  – شارع يونس الجبيلي,https://maps.app.goo.gl/uFCKGBzRERAg2JE66,"33.89638872030403, 35.52783232845664"
ناخبو الطائفة ارمن ارثوذكس من سجل ٨٠٩ إلى سجل ١٠٧١,المدرسة الأرمنية العالية  – شارع يونس الجبيلي  –  غرفة رقم ٤,135,الرميل,ارمن ارثوذكس,ذكر,1071,809,غرفة رقم ٤,المدرسة الأرمنية العالية  – شارع يونس الجبيلي,https://maps.app.goo.gl/uFCKGBzRERAg2JE66,"33.89638872030403, 35.52783232845664"
ناخبو الطائفة ارمن ارثوذكس من سجل ١٠٧٣ إلى سجل ١٣٠٧,المدرسة الأرمنية العالية  – شارع يونس الجبيلي  –  غرفة رقم ٥,136,الرميل,ارمن ارثوذكس,ذكر,1307,1073,غرفة رقم ٥,المدرسة الأرمنية العالية  – شارع يونس الجبيلي,https://maps.app.goo.gl/uFCKGBzRERAg2JE66,"33.89638872030403, 35.52783232845664"
ناخبو الطائفة ارمن ارثوذكس من سجل ١٣٠٨ إلى سجل ١٥٦٥,المدرسة الأرمنية العالية  – شارع يونس الجبيلي  –  غرفة رقم ٦,137,الرميل,ارمن ارثوذكس,ذكر,1565,1308,غرفة رقم ٦,المدرسة الأرمنية العالية  – شارع يونس الجبيلي,https://maps.app.goo.gl/uFCKGBzRERAg2JE66,"33.89638872030403, 35.52783232845664"
ناخبات الطائفة ارمن ارثوذكس من سجل ١ إلى سجل ٢٢٨,المدرسة الأرمنية العالية  – شارع يونس الجبيلي  –  غرفة رقم ٧,138,الرميل,ارمن ارثوذكس,أنثى,228,1,غرفة رقم ٧,المدرسة الأرمنية العالية  – شارع يونس الجبيلي,https://maps.app.goo.gl/uFCKGBzRERAg2JE66,"33.89638872030403, 35.52783232845664"
ناخبات الطائفة ارمن ارثوذكس من سجل ٢٣١ إلى سجل ٤٩١,المدرسة الأرمنية العالية  – شارع يونس الجبيلي  –  غرفة رقم ٨,139,الرميل,ارمن ارثوذكس,أنثى,491,231,غرفة رقم ٨,المدرسة الأرمنية العالية  – شارع يونس الجبيلي,https://maps.app.goo.gl/uFCKGBzRERAg2JE66,"33.89638872030403, 35.52783232845664"
ناخبات الطائفة ارمن ارثوذكس من سجل ٤٩٢ إلى سجل ٧٣٢,المدرسة الأرمنية العالية  – شارع يونس الجبيلي  –  غرفة رقم ٩,140,الرميل,ارمن ارثوذكس,أنثى,732,492,غرفة رقم ٩,المدرسة الأرمنية العالية  – شارع يونس الجبيلي,https://maps.app.goo.gl/uFCKGBzRERAg2JE66,"33.89638872030403, 35.52783232845664"
ناخبات الطائفة ارمن ارثوذكس من سجل ٧٣٣ إلى سجل ٩٦٧,"المدرسة الأرمنية العالية  – شارع يونس الجبيلي  –  غرفة رقم
 ١٠",141,الرميل,ارمن ارثوذكس,أنثى,967,733,"غرفة رقم
 ١٠",المدرسة الأرمنية العالية  – شارع يونس الجبيلي,https://maps.app.goo.gl/uFCKGBzRERAg2JE66,"33.89638872030403, 35.52783232845664"
ناخبات الطائفة ارمن ارثوذكس من سجل ٩٦٩ إلى سجل ١٢٠٤,"المدرسة الأرمنية العالية  – شارع يونس الجبيلي  –  غرفة رقم
 ١١",142,الرميل,ارمن ارثوذكس,أنثى,1204,969,"غرفة رقم
 ١١",المدرسة الأرمنية العالية  – شارع يونس الجبيلي,https://maps.app.goo.gl/uFCKGBzRERAg2JE66,"33.89638872030403, 35.52783232845664"
ناخبات الطائفة ارمن ارثوذكس من سجل ١٢٠٥ إلى سجل ١٤٦٥,"المدرسة الأرمنية العالية  – شارع يونس الجبيلي  –  غرفة رقم
 ١٢",143,الرميل,ارمن ارثوذكس,أنثى,1465,1205,"غرفة رقم
 ١٢",المدرسة الأرمنية العالية  – شارع يونس الجبيلي,https://maps.app.goo.gl/uFCKGBzRERAg2JE66,"33.89638872030403, 35.52783232845664"
ناخبات الطائفة ارمن ارثوذكس من سجل ٢٨٧٥ إلى سجل ٣١٨٤,المدرسة المركزية ارمنية انجيلية غرفة رقم ١,206,المدور,ارمن ارثوذكس,أنثى,3184,2875,غرفة رقم ١,المدرسة المركزية ارمنية انجيلية,https://maps.app.goo.gl/CrUsKtKmE9ehHJzC8,"33.8970386417248, 35.528096440816334"
ناخبات الطائفة ارمن ارثوذكس من سجل ٣١٨٥ إلى سجل ٣٥٨٧,المدرسة المركزية ارمنية انجيلية غرفة رقم ٢,207,المدور,ارمن ارثوذكس,أنثى,3587,3185,غرفة رقم ٢,المدرسة المركزية ارمنية انجيلية,https://maps.app.goo.gl/CrUsKtKmE9ehHJzC8,"33.8970386417248, 35.528096440816334"
ناخبات الطائفة ارمن ارثوذكس من سجل ٣٥٨٨ إلى سجل ٣٨٢٧,المدرسة المركزية ارمنية انجيلية غرفة رقم ٣,208,المدور,ارمن ارثوذكس,أنثى,3827,3588,غرفة رقم ٣,المدرسة المركزية ارمنية انجيلية,https://maps.app.goo.gl/CrUsKtKmE9ehHJzC8,"33.8970386417248, 35.528096440816334"
